,Customer_ID,Churn,Gender,Senior_Citizen,Partner,Dependents,Tenure,Phone_Service,Multiple_Lines,Internet_Service,Online_Security,Online_Backup,Device_Protection,Tech_Support,Streaming_TV,Streaming_Movies,Contract,Paperless_Billing,Payment_Method,Charges_Monthly,Charges_Total,Charges_Daily,Gasto_Rango,Tenure_Rango,Daily_Range
1506,2165-VOEGB,1,Female,No Senior,0,1,46,1,0,Fiber optic,1,1,0,1,1,1,One year,1,Bank transfer (automatic),105.2,4822.85,3.506666666666667,Alto Gasto,13-45 Meses,Alto Costo/Día
1507,2167-FQSTQ,0,Female,No Senior,1,0,72,1,1,DSL,1,1,1,1,1,1,Two year,1,Electronic check,92.4,6786.1,3.08,Alto Gasto,46+ Meses,Alto Costo/Día
1508,2169-RRLFW,0,Female,No Senior,1,0,71,1,1,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Credit card (automatic),25.6,1888.25,0.8533333333333334,Gasto Medio,46+ Meses,Bajo Costo/Día
1509,2171-UDMFD,0,Male,No Senior,1,1,32,1,0,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Credit card (automatic),19.45,674.55,0.6483333333333333,Gasto Medio,13-45 Meses,Bajo Costo/Día
1510,2172-EJXVF,0,Female,Senior,0,0,71,1,1,Fiber optic,0,1,1,0,1,1,One year,1,Electronic check,105.9,7521.95,3.5300000000000002,Alto Gasto,46+ Meses,Alto Costo/Día
1511,2176-LVPNX,0,Female,Senior,0,0,71,1,1,DSL,1,1,1,1,1,1,Two year,0,Mailed check,89.85,6293.45,2.9949999999999997,Alto Gasto,46+ Meses,Alto Costo/Día
1512,2176-OSJUV,0,Male,No Senior,1,0,71,1,1,DSL,1,1,0,1,0,0,Two year,0,Bank transfer (automatic),65.15,4681.75,2.171666666666667,Alto Gasto,46+ Meses,Costo/Día Medio
1513,2178-PMGCJ,0,Male,No Senior,0,0,22,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Mailed check,69.7,1490.4,2.3233333333333333,Gasto Medio,13-45 Meses,Costo/Día Medio
1514,2180-DXNEG,1,Female,No Senior,0,0,12,1,0,Fiber optic,0,0,1,0,1,1,Month-to-month,1,Electronic check,96.0,1062.1,3.2,Gasto Medio,0-12 Meses,Alto Costo/Día
1515,2181-TIDSV,0,Male,No Senior,1,1,68,1,0,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Bank transfer (automatic),19.95,1303.25,0.6649999999999999,Gasto Medio,46+ Meses,Bajo Costo/Día
1516,2181-UAESM,0,Male,No Senior,0,0,2,1,0,DSL,1,0,1,0,0,0,Month-to-month,0,Electronic check,53.45,119.5,1.7816666666666667,Bajo Gasto,0-12 Meses,Costo/Día Medio
1517,2183-ZULVZ,0,Female,No Senior,1,1,70,1,1,Fiber optic,1,1,1,1,1,1,Two year,1,Credit card (automatic),115.15,8250.0,3.8383333333333334,Alto Gasto,46+ Meses,Alto Costo/Día
1518,2186-QZEYA,0,Female,Senior,0,0,29,1,1,DSL,1,1,0,0,0,0,Month-to-month,1,Bank transfer (automatic),58.55,1718.95,1.9516666666666667,Gasto Medio,13-45 Meses,Costo/Día Medio
1519,2187-LZGPL,1,Female,No Senior,0,0,7,0,No phone service,DSL,0,1,0,0,0,1,Month-to-month,1,Credit card (automatic),40.1,293.3,1.3366666666666667,Bajo Gasto,0-12 Meses,Bajo Costo/Día
1520,2187-PKZAY,0,Male,No Senior,0,0,12,1,0,Fiber optic,0,0,0,0,0,1,Month-to-month,1,Bank transfer (automatic),79.95,1043.4,2.665,Gasto Medio,0-12 Meses,Costo/Día Medio
1521,2188-SXWVT,0,Female,No Senior,0,0,34,1,0,DSL,1,1,0,0,0,0,One year,0,Mailed check,55.0,1885.15,1.8333333333333333,Gasto Medio,13-45 Meses,Costo/Día Medio
1522,2189-UXTKY,1,Female,No Senior,1,0,22,1,1,DSL,1,0,0,1,1,1,Month-to-month,1,Electronic check,79.2,1742.75,2.64,Gasto Medio,13-45 Meses,Costo/Día Medio
1523,2189-WWOEW,1,Female,No Senior,0,1,15,1,0,Fiber optic,0,1,0,0,0,1,Month-to-month,1,Bank transfer (automatic),85.9,1269.55,2.8633333333333337,Gasto Medio,13-45 Meses,Alto Costo/Día
1524,2190-BCXEC,0,Female,No Senior,1,0,40,1,1,Fiber optic,0,0,0,1,0,0,Month-to-month,1,Credit card (automatic),78.85,3126.85,2.628333333333333,Alto Gasto,13-45 Meses,Costo/Día Medio
1525,2190-PHBHR,0,Female,No Senior,1,0,72,1,1,Fiber optic,1,1,0,0,0,1,Two year,1,Credit card (automatic),94.45,6921.7,3.1483333333333334,Alto Gasto,46+ Meses,Alto Costo/Día
1526,2192-CKRLV,0,Female,No Senior,1,0,72,0,No phone service,DSL,1,1,1,0,0,1,Two year,1,Electronic check,49.2,3580.95,1.6400000000000001,Alto Gasto,46+ Meses,Bajo Costo/Día
1527,2192-OZITF,0,Female,No Senior,0,0,45,1,1,DSL,1,0,0,1,0,1,Two year,0,Mailed check,73.55,3349.1,2.4516666666666667,Alto Gasto,13-45 Meses,Costo/Día Medio
1528,2193-SFWQW,0,Male,No Senior,1,1,72,1,0,Fiber optic,1,1,1,1,1,1,Two year,0,Bank transfer (automatic),111.95,8033.1,3.731666666666667,Alto Gasto,46+ Meses,Alto Costo/Día
1529,2194-IIQOF,0,Female,No Senior,1,0,71,1,1,DSL,1,1,1,1,1,1,Two year,0,Credit card (automatic),89.3,6388.65,2.9766666666666666,Alto Gasto,46+ Meses,Alto Costo/Día
1530,2195-VVRJF,0,Male,Senior,1,0,18,1,0,DSL,1,0,0,0,0,1,Month-to-month,1,Credit card (automatic),59.1,1011.05,1.97,Gasto Medio,13-45 Meses,Costo/Día Medio
1531,2195-ZRVAX,1,Female,No Senior,1,0,47,1,0,Fiber optic,0,0,1,0,0,1,Month-to-month,1,Electronic check,85.3,4045.65,2.8433333333333333,Alto Gasto,13-45 Meses,Alto Costo/Día
1532,2197-OMWGI,0,Female,Senior,1,1,68,0,No phone service,DSL,0,1,1,0,1,1,Two year,1,Electronic check,53.0,3656.25,1.7666666666666666,Alto Gasto,46+ Meses,Costo/Día Medio
1533,2200-DSAAL,0,Female,No Senior,0,0,68,1,1,DSL,0,1,1,0,1,1,Two year,1,Electronic check,80.65,5330.2,2.6883333333333335,Alto Gasto,46+ Meses,Costo/Día Medio
1534,2202-CUYXZ,1,Male,No Senior,0,0,1,1,0,Fiber optic,0,0,1,0,1,0,Month-to-month,1,Electronic check,84.85,84.85,2.828333333333333,Bajo Gasto,0-12 Meses,Alto Costo/Día
1535,2202-OUTMO,0,Female,No Senior,1,0,34,1,1,DSL,1,0,0,1,0,0,Month-to-month,1,Bank transfer (automatic),60.85,2003.6,2.0283333333333333,Gasto Medio,13-45 Meses,Costo/Día Medio
1536,2203-GHNWN,0,Female,No Senior,1,0,24,1,1,Fiber optic,0,0,1,0,0,0,Month-to-month,1,Mailed check,79.65,1928.7,2.6550000000000002,Gasto Medio,13-45 Meses,Costo/Día Medio
1537,2205-LPVGL,0,Male,Senior,1,1,58,1,1,Fiber optic,1,1,0,1,0,0,One year,1,Bank transfer (automatic),89.85,5125.75,2.9949999999999997,Alto Gasto,46+ Meses,Alto Costo/Día
1538,2205-YMZZJ,1,Male,Senior,0,0,7,1,1,Fiber optic,0,0,0,0,1,0,Month-to-month,1,Electronic check,84.8,546.95,2.8266666666666667,Bajo Gasto,0-12 Meses,Alto Costo/Día
1539,2207-NHRJK,1,Male,No Senior,0,0,1,1,0,DSL,0,1,0,0,0,0,Month-to-month,0,Electronic check,50.8,50.8,1.6933333333333331,Bajo Gasto,0-12 Meses,Costo/Día Medio
1540,2207-OBZNX,1,Male,No Senior,0,0,7,1,0,DSL,1,0,0,0,0,0,Month-to-month,1,Mailed check,51.0,354.05,1.7,Bajo Gasto,0-12 Meses,Costo/Día Medio
1541,2207-QPJED,0,Female,Senior,1,0,37,1,0,Fiber optic,0,0,1,1,1,0,Month-to-month,0,Electronic check,90.0,3371.75,3.0,Alto Gasto,13-45 Meses,Alto Costo/Día
1542,2207-RYYRL,0,Male,No Senior,1,1,52,1,1,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,24.55,1331.05,0.8183333333333334,Gasto Medio,46+ Meses,Bajo Costo/Día
1543,2208-MPXIO,0,Female,No Senior,1,1,45,1,0,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Bank transfer (automatic),20.0,886.4,0.6666666666666666,Gasto Medio,13-45 Meses,Bajo Costo/Día
1544,2208-NKVVH,0,Male,No Senior,1,1,43,1,1,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,24.25,1077.95,0.8083333333333333,Gasto Medio,13-45 Meses,Bajo Costo/Día
1545,2208-NQBCT,0,Female,No Senior,1,1,26,1,0,Fiber optic,1,1,0,0,0,0,Month-to-month,0,Electronic check,81.95,2070.05,2.731666666666667,Gasto Medio,13-45 Meses,Costo/Día Medio
1546,2208-UGTGR,0,Male,No Senior,0,0,56,1,1,Fiber optic,0,1,0,0,1,1,Month-to-month,0,Electronic check,98.6,5581.05,3.2866666666666666,Alto Gasto,46+ Meses,Alto Costo/Día
1547,2209-XADXF,0,Female,No Senior,0,0,1,0,No phone service,DSL,0,0,0,0,0,0,Month-to-month,0,Bank transfer (automatic),25.25,25.25,0.8416666666666667,Bajo Gasto,0-12 Meses,Bajo Costo/Día
1548,2211-RMNHO,0,Female,No Senior,1,1,68,1,1,DSL,0,1,1,1,1,1,Two year,0,Bank transfer (automatic),85.3,5560.0,2.8433333333333333,Alto Gasto,46+ Meses,Alto Costo/Día
1549,2212-LYASK,0,Male,No Senior,1,1,27,0,No phone service,DSL,0,1,1,0,0,1,One year,1,Credit card (automatic),45.85,1246.4,1.5283333333333333,Gasto Medio,13-45 Meses,Bajo Costo/Día
1550,2215-ZAFGX,0,Male,No Senior,0,0,9,1,1,Fiber optic,0,0,0,0,1,0,Month-to-month,1,Electronic check,85.5,791.7,2.85,Gasto Medio,0-12 Meses,Alto Costo/Día
1551,2219-MVUSO,1,Male,No Senior,0,0,8,1,0,DSL,0,0,0,0,0,0,Month-to-month,1,Mailed check,45.15,438.4,1.505,Bajo Gasto,0-12 Meses,Bajo Costo/Día
1552,2220-IAHLS,0,Female,No Senior,0,0,1,1,0,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Credit card (automatic),19.4,19.4,0.6466666666666666,Bajo Gasto,0-12 Meses,Bajo Costo/Día
1553,2223-GDSHL,0,Male,No Senior,1,1,71,1,1,Fiber optic,1,1,1,1,1,1,Two year,1,Bank transfer (automatic),116.05,8297.5,3.868333333333333,Alto Gasto,46+ Meses,Alto Costo/Día
1554,2223-KAGMX,1,Female,No Senior,0,0,15,1,0,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Bank transfer (automatic),19.4,289.3,0.6466666666666666,Bajo Gasto,13-45 Meses,Bajo Costo/Día
1555,2225-ZRGSG,1,Female,No Senior,1,1,70,1,1,Fiber optic,1,1,1,1,0,0,Two year,0,Bank transfer (automatic),93.9,6579.05,3.1300000000000003,Alto Gasto,46+ Meses,Alto Costo/Día
1556,2226-ICFDO,0,Female,No Senior,1,1,72,1,1,DSL,1,0,1,1,1,1,Two year,1,Credit card (automatic),85.9,6110.75,2.8633333333333337,Alto Gasto,46+ Meses,Alto Costo/Día
1557,2227-JRSJX,0,Female,No Senior,0,0,21,1,0,Fiber optic,0,1,0,1,1,1,Month-to-month,1,Bank transfer (automatic),99.15,1956.4,3.305,Gasto Medio,13-45 Meses,Alto Costo/Día
1558,2228-BZDEE,0,Female,No Senior,0,0,54,1,0,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,20.1,1079.45,0.67,Gasto Medio,46+ Meses,Bajo Costo/Día
1559,2229-DPMBI,0,Female,No Senior,1,1,8,1,0,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,19.5,162.15,0.65,Bajo Gasto,0-12 Meses,Bajo Costo/Día
1560,2229-VWQJH,0,Female,No Senior,0,0,24,1,0,DSL,0,0,1,0,0,0,Month-to-month,1,Credit card (automatic),49.3,1233.25,1.6433333333333333,Gasto Medio,13-45 Meses,Bajo Costo/Día
1561,2230-XTUWL,0,Female,No Senior,1,1,48,1,0,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,19.55,883.35,0.6516666666666667,Gasto Medio,46+ Meses,Bajo Costo/Día
1562,2232-DMLXU,1,Female,No Senior,1,0,1,1,0,DSL,0,0,0,0,1,0,Month-to-month,0,Mailed check,55.2,55.2,1.84,Bajo Gasto,0-12 Meses,Costo/Día Medio
1563,2233-FAGXV,0,Female,No Senior,1,1,5,1,1,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Mailed check,24.3,132.25,0.81,Bajo Gasto,0-12 Meses,Bajo Costo/Día
1564,2233-TXSIU,0,Male,No Senior,1,1,17,0,No phone service,DSL,1,0,1,0,1,0,One year,0,Credit card (automatic),44.45,792.15,1.4816666666666667,Gasto Medio,13-45 Meses,Bajo Costo/Día
1565,2234-EOFPT,0,Male,No Senior,1,0,72,1,0,DSL,1,1,0,1,1,1,Two year,1,Bank transfer (automatic),79.35,5753.25,2.645,Alto Gasto,46+ Meses,Costo/Día Medio
1566,2234-XADUH,0,Female,No Senior,1,1,72,1,1,Fiber optic,0,1,1,0,1,1,One year,1,Credit card (automatic),103.2,7362.9,3.44,Alto Gasto,46+ Meses,Alto Costo/Día
1567,2235-DWLJU,0,Female,Senior,0,0,6,0,No phone service,DSL,0,0,0,0,1,1,Month-to-month,1,Electronic check,44.4,263.05,1.48,Bajo Gasto,0-12 Meses,Bajo Costo/Día
1568,2235-EZAIK,0,Female,No Senior,1,0,72,1,1,DSL,1,1,1,1,1,0,Two year,0,Credit card (automatic),79.2,5401.9,2.64,Alto Gasto,46+ Meses,Costo/Día Medio
1569,2235-ZGKPT,1,Female,No Senior,1,1,4,1,1,DSL,0,0,0,0,0,0,Month-to-month,0,Mailed check,50.85,239.55,1.695,Bajo Gasto,0-12 Meses,Costo/Día Medio
1570,2236-HILPA,0,Male,No Senior,1,1,62,1,0,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Credit card (automatic),20.65,1218.45,0.6883333333333332,Gasto Medio,46+ Meses,Bajo Costo/Día
1571,2237-ZFSMY,1,Female,No Senior,0,0,39,1,0,Fiber optic,1,0,1,1,1,0,One year,1,Electronic check,95.55,3692.85,3.185,Alto Gasto,13-45 Meses,Alto Costo/Día
1572,2239-CFOUJ,0,Male,No Senior,1,1,1,1,0,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Mailed check,20.4,20.4,0.6799999999999999,Bajo Gasto,0-12 Meses,Bajo Costo/Día
1573,2239-CGBUZ,0,Female,No Senior,1,0,51,1,0,DSL,1,1,0,1,0,0,One year,1,Bank transfer (automatic),60.5,3145.15,2.0166666666666666,Alto Gasto,46+ Meses,Costo/Día Medio
1574,2239-JALAW,1,Male,No Senior,0,0,58,1,1,Fiber optic,0,1,1,0,1,1,One year,1,Bank transfer (automatic),103.25,6017.65,3.441666666666667,Alto Gasto,46+ Meses,Alto Costo/Día
1575,2240-HSJQD,0,Male,No Senior,0,1,38,1,1,Fiber optic,0,1,0,0,0,0,Month-to-month,1,Mailed check,81.85,3141.7,2.728333333333333,Alto Gasto,13-45 Meses,Costo/Día Medio
1576,2242-MFOTG,0,Male,No Senior,0,0,33,1,1,Fiber optic,1,0,0,0,0,0,One year,0,Bank transfer (automatic),80.1,2603.3,2.67,Gasto Medio,13-45 Meses,Costo/Día Medio
1577,2243-FNMMI,0,Male,No Senior,0,0,20,1,0,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,19.4,415.4,0.6466666666666666,Bajo Gasto,13-45 Meses,Bajo Costo/Día
1578,2245-ADZFJ,0,Female,No Senior,1,1,31,1,1,DSL,0,1,0,1,1,1,Two year,0,Bank transfer (automatic),80.55,2471.6,2.685,Gasto Medio,13-45 Meses,Costo/Día Medio
1579,2249-YPRNG,1,Female,No Senior,1,1,20,1,1,Fiber optic,0,1,1,0,1,1,Month-to-month,1,Bank transfer (automatic),105.85,2239.65,3.5283333333333333,Gasto Medio,13-45 Meses,Alto Costo/Día
1580,2250-IVBWA,0,Male,No Senior,1,1,64,1,0,Fiber optic,1,1,0,0,0,0,Month-to-month,0,Electronic check,81.05,5135.35,2.7016666666666667,Alto Gasto,46+ Meses,Costo/Día Medio
1581,2251-PYLPB,0,Male,No Senior,1,0,72,1,1,DSL,1,1,1,1,0,1,Two year,0,Credit card (automatic),79.55,5810.9,2.6516666666666664,Alto Gasto,46+ Meses,Costo/Día Medio
1582,2252-ISRNH,0,Male,No Senior,1,1,9,1,1,Fiber optic,0,0,1,0,1,0,One year,1,Electronic check,90.35,767.9,3.0116666666666663,Gasto Medio,0-12 Meses,Alto Costo/Día
1583,2252-JHJGE,0,Male,No Senior,0,0,61,1,1,Fiber optic,1,0,1,0,1,1,One year,0,Electronic check,104.0,6363.45,3.466666666666667,Alto Gasto,46+ Meses,Alto Costo/Día
1584,2252-NKNSI,0,Male,No Senior,0,1,52,1,1,DSL,1,1,0,1,1,1,Two year,1,Mailed check,85.15,4461.85,2.8383333333333334,Alto Gasto,46+ Meses,Alto Costo/Día
1585,2253-KPMNB,0,Female,No Senior,1,1,69,0,No phone service,DSL,1,1,1,1,0,0,Two year,0,Bank transfer (automatic),46.25,3121.4,1.5416666666666667,Alto Gasto,46+ Meses,Bajo Costo/Día
1586,2254-DLXRI,0,Female,No Senior,0,0,1,1,1,Fiber optic,0,1,0,0,0,0,Month-to-month,1,Mailed check,79.15,79.15,2.6383333333333336,Bajo Gasto,0-12 Meses,Costo/Día Medio
1587,2256-YLYLP,0,Male,No Senior,1,1,68,1,0,DSL,0,0,1,1,1,1,Two year,1,Bank transfer (automatic),72.95,4953.25,2.4316666666666666,Alto Gasto,46+ Meses,Costo/Día Medio
1588,2257-BOVXD,0,Male,No Senior,1,0,14,1,1,DSL,0,0,0,1,1,0,Month-to-month,1,Credit card (automatic),66.6,979.5,2.2199999999999998,Gasto Medio,0-12 Meses,Costo/Día Medio
1589,2259-OUUSZ,0,Male,No Senior,0,0,7,0,No phone service,DSL,0,0,1,1,0,0,One year,1,Credit card (automatic),35.5,249.55,1.1833333333333333,Bajo Gasto,0-12 Meses,Bajo Costo/Día
1590,2260-USTRB,1,Female,Senior,0,0,2,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Bank transfer (automatic),70.2,115.95,2.3400000000000003,Bajo Gasto,0-12 Meses,Costo/Día Medio
1591,2262-SLNVK,0,Female,No Senior,0,0,1,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,0,Electronic check,70.1,70.1,2.3366666666666664,Bajo Gasto,0-12 Meses,Costo/Día Medio
1592,2263-SFSQZ,0,Male,No Senior,1,1,51,1,1,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Mailed check,24.95,1222.25,0.8316666666666667,Gasto Medio,46+ Meses,Bajo Costo/Día
1593,2265-CYWIV,1,Female,Senior,1,0,4,1,1,Fiber optic,1,0,0,0,1,1,Month-to-month,1,Electronic check,99.6,347.65,3.32,Bajo Gasto,0-12 Meses,Alto Costo/Día
1594,2266-FUBDZ,0,Male,No Senior,1,1,15,1,0,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,19.35,278.85,0.645,Bajo Gasto,13-45 Meses,Bajo Costo/Día
1595,2266-SJNAT,0,Female,No Senior,1,0,72,1,1,Fiber optic,0,1,1,1,1,1,One year,0,Credit card (automatic),109.15,7789.6,3.6383333333333336,Alto Gasto,46+ Meses,Alto Costo/Día
1596,2267-FPIMA,0,Male,No Senior,1,0,50,1,1,Fiber optic,1,1,0,0,0,1,Month-to-month,1,Credit card (automatic),94.4,4914.9,3.146666666666667,Alto Gasto,46+ Meses,Alto Costo/Día
1597,2267-WTPYD,0,Female,Senior,1,0,57,1,1,Fiber optic,0,1,1,0,0,1,Month-to-month,0,Credit card (automatic),94.0,5438.95,3.1333333333333333,Alto Gasto,46+ Meses,Alto Costo/Día
1598,2270-CHBFN,0,Female,No Senior,1,0,44,1,1,Fiber optic,1,1,1,1,0,0,Month-to-month,1,Credit card (automatic),95.1,4060.55,3.17,Alto Gasto,13-45 Meses,Alto Costo/Día
1599,2272-JKMSI,0,Female,No Senior,1,1,62,1,1,Fiber optic,0,1,1,1,1,1,One year,1,Electronic check,110.8,6840.95,3.6933333333333334,Alto Gasto,46+ Meses,Alto Costo/Día
1600,2272-QAGFO,1,Female,Senior,0,0,14,1,1,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,74.3,1096.25,2.4766666666666666,Gasto Medio,0-12 Meses,Costo/Día Medio
1601,2272-UOINI,0,Female,No Senior,0,0,7,1,0,DSL,1,1,0,1,1,1,Month-to-month,1,Electronic check,78.5,571.05,2.6166666666666667,Bajo Gasto,0-12 Meses,Costo/Día Medio
1602,2272-WUSPA,0,Female,No Senior,1,0,72,1,1,Fiber optic,1,1,1,0,1,1,Two year,1,Electronic check,110.75,7751.7,3.691666666666667,Alto Gasto,46+ Meses,Alto Costo/Día
1603,2273-QCKXA,0,Male,No Senior,0,0,1,1,0,DSL,0,0,0,1,0,0,Month-to-month,0,Mailed check,49.05,49.05,1.635,Bajo Gasto,0-12 Meses,Bajo Costo/Día
1604,2274-XUATA,0,Male,Senior,1,0,72,0,No phone service,DSL,1,1,1,1,1,1,Two year,1,Bank transfer (automatic),63.1,4685.55,2.1033333333333335,Alto Gasto,46+ Meses,Costo/Día Medio
1605,2275-RBYQS,0,Female,No Senior,0,0,1,1,0,DSL,0,0,0,0,0,0,Month-to-month,1,Mailed check,45.4,45.4,1.5133333333333332,Bajo Gasto,0-12 Meses,Bajo Costo/Día
1606,2276-YDAVZ,1,Female,No Senior,0,0,3,1,1,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Credit card (automatic),75.1,270.7,2.503333333333333,Bajo Gasto,0-12 Meses,Costo/Día Medio
1607,2277-AXSDC,0,Female,No Senior,0,0,32,1,0,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Bank transfer (automatic),19.75,624.15,0.6583333333333333,Bajo Gasto,13-45 Meses,Bajo Costo/Día
1608,2277-BKJKN,0,Female,Senior,1,0,71,1,0,Fiber optic,0,1,1,0,1,1,Two year,1,Electronic check,99.2,7213.75,3.3066666666666666,Alto Gasto,46+ Meses,Alto Costo/Día
1609,2277-DJJDL,0,Male,Senior,1,0,60,1,1,Fiber optic,0,0,0,1,1,1,Month-to-month,1,Electronic check,99.0,6017.9,3.3,Alto Gasto,46+ Meses,Alto Costo/Día
1610,2277-VWCNI,0,Female,Senior,0,0,4,1,1,DSL,0,0,0,0,0,0,Month-to-month,0,Mailed check,48.75,179.85,1.625,Bajo Gasto,0-12 Meses,Bajo Costo/Día
1611,2279-AXJJK,0,Male,No Senior,1,0,52,1,1,Fiber optic,0,1,0,1,0,1,Month-to-month,1,Credit card (automatic),95.65,5088.4,3.1883333333333335,Alto Gasto,46+ Meses,Alto Costo/Día
1612,2282-YGNOR,0,Female,No Senior,0,0,29,1,0,DSL,1,0,1,1,0,0,One year,0,Credit card (automatic),58.0,1734.5,1.9333333333333333,Gasto Medio,13-45 Meses,Costo/Día Medio
1613,2284-VFLKH,0,Male,No Senior,1,0,49,1,0,Fiber optic,0,0,1,1,1,1,One year,1,Credit card (automatic),99.25,4920.8,3.308333333333333,Alto Gasto,46+ Meses,Alto Costo/Día
1614,2292-XQWSV,0,Male,No Senior,1,1,40,0,No phone service,DSL,0,1,1,1,1,1,One year,0,Mailed check,60.3,2448.5,2.01,Gasto Medio,13-45 Meses,Costo/Día Medio
1615,2293-IJWPS,0,Female,No Senior,1,0,57,1,1,Fiber optic,0,0,1,0,1,1,One year,1,Credit card (automatic),100.75,5985.0,3.3583333333333334,Alto Gasto,46+ Meses,Alto Costo/Día
1616,2294-DMMUS,0,Female,No Senior,1,1,62,1,1,DSL,0,0,0,0,1,1,Month-to-month,1,Credit card (automatic),70.45,4300.45,2.3483333333333336,Alto Gasto,46+ Meses,Costo/Día Medio
1617,2294-SALNE,0,Male,No Senior,1,1,23,1,0,Fiber optic,0,1,1,1,0,0,One year,0,Mailed check,86.8,1940.8,2.893333333333333,Gasto Medio,13-45 Meses,Alto Costo/Día
1618,2296-DKZFP,0,Female,No Senior,1,0,65,1,0,DSL,1,1,1,0,0,1,Two year,0,Bank transfer (automatic),71.0,4386.2,2.3666666666666667,Alto Gasto,46+ Meses,Costo/Día Medio
1619,2300-RQGOI,0,Female,No Senior,0,0,38,1,0,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,20.05,741.5,0.6683333333333333,Gasto Medio,13-45 Meses,Bajo Costo/Día
1620,2302-ANTDP,1,Female,Senior,1,0,48,1,1,Fiber optic,1,1,1,1,1,1,Month-to-month,0,Electronic check,117.45,5438.9,3.915,Alto Gasto,46+ Meses,Alto Costo/Día
1621,2302-OUZXB,0,Male,No Senior,1,0,72,1,1,DSL,0,1,1,0,1,1,Two year,0,Bank transfer (automatic),82.15,5784.3,2.7383333333333337,Alto Gasto,46+ Meses,Costo/Día Medio
1622,2303-PJYHN,0,Female,No Senior,1,0,2,1,0,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Bank transfer (automatic),19.85,52.0,0.6616666666666667,Bajo Gasto,0-12 Meses,Bajo Costo/Día
1623,2305-MRGLV,0,Male,No Senior,1,0,28,1,0,Fiber optic,0,0,0,1,0,0,Month-to-month,0,Bank transfer (automatic),76.55,2065.4,2.5516666666666667,Gasto Medio,13-45 Meses,Costo/Día Medio
1624,2307-FYNNL,0,Male,Senior,0,0,65,1,1,Fiber optic,1,0,1,1,1,1,Two year,1,Electronic check,109.05,7108.2,3.635,Alto Gasto,46+ Meses,Alto Costo/Día
1625,2308-STERM,0,Female,No Senior,0,0,2,1,0,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,19.4,61.05,0.6466666666666666,Bajo Gasto,0-12 Meses,Bajo Costo/Día
1626,2309-OSFEU,1,Male,No Senior,0,0,10,0,No phone service,DSL,0,0,0,0,0,1,Month-to-month,1,Mailed check,33.9,298.45,1.13,Bajo Gasto,0-12 Meses,Bajo Costo/Día
1627,2311-QYMUQ,1,Female,No Senior,1,1,16,1,0,Fiber optic,0,1,1,0,1,0,Month-to-month,1,Credit card (automatic),89.45,1430.25,2.981666666666667,Gasto Medio,13-45 Meses,Alto Costo/Día
1628,2314-TNDJQ,0,Female,No Senior,1,1,72,0,No phone service,DSL,1,1,1,1,0,1,Two year,0,Credit card (automatic),55.65,3880.05,1.855,Alto Gasto,46+ Meses,Costo/Día Medio
1629,2316-ESMLS,0,Female,No Senior,1,1,12,0,No phone service,DSL,1,0,0,1,0,0,One year,0,Credit card (automatic),33.15,444.75,1.105,Bajo Gasto,0-12 Meses,Bajo Costo/Día
1630,2320-JRSDE,1,Female,No Senior,1,1,1,1,0,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Electronic check,19.9,19.9,0.6633333333333333,Bajo Gasto,0-12 Meses,Bajo Costo/Día
